,smoothness_flatfield,smoothness_darkfield,sparse_cost_darkfield,fitting_mode,sort_intensity,channel_index,use_weight,rep,entropy,fourier_L0_norm,autotune_cost
41,0.001,2.1544346900318843,0.001,approximate,False,2,False,1,3.350695489293674,0.3697246584970816,3690.5972804601097
42,0.001,2.1544346900318843,0.001,approximate,False,2,False,2,3.3883509440847868,0.3692204260000611,3685.592610944696
43,0.001,2.1544346900318843,0.001,approximate,False,2,False,3,3.3951173374712242,0.3685022766861229,3678.4178841987
44,0.001,2.1544346900318843,0.001,approximate,False,2,False,4,3.3747229582124576,0.36990801576872534,3692.4548806454654
45,0.001,2.1544346900318843,0.046415888336127795,approximate,False,2,False,0,3.4427560043801795,0.3685328362313969,3678.7711183183487
46,0.001,2.1544346900318843,0.046415888336127795,approximate,False,2,False,1,3.486478744947812,0.3698774562234514,3692.261040979462
47,0.001,2.1544346900318843,0.046415888336127795,approximate,False,2,False,2,3.457664022269015,0.36964825963389664,3689.9402603612352
48,0.001,2.1544346900318843,0.046415888336127795,approximate,False,2,False,3,3.5008776955365137,0.36937322372643094,3687.233114959846
49,0.001,2.1544346900318843,0.046415888336127795,approximate,False,2,False,4,3.4098970862784332,0.3704733673562937,3698.1435706492152
50,0.001,2.1544346900318843,2.1544346900318843,approximate,False,2,False,0,3.232814609240727,0.383873727958928,3831.9700941985207
51,0.001,2.1544346900318843,2.1544346900318843,approximate,False,2,False,1,3.2318633353882373,0.3848363536350579,3841.5953996859675
52,0.001,2.1544346900318843,2.1544346900318843,approximate,False,2,False,2,3.232571269862806,0.3831555786449898,3824.788357719761
53,0.001,2.1544346900318843,2.1544346900318843,approximate,False,2,False,3,3.232434346537349,0.382956941600709,3822.8018503536273
54,0.001,2.1544346900318843,2.1544346900318843,approximate,False,2,False,4,3.2324414536911537,0.3821012743330379,3814.2451847840703
55,0.001,2.1544346900318843,100.0,approximate,False,2,False,0,3.250710449324212,0.3757601686886899,3750.852397336223
56,0.001,2.1544346900318843,100.0,approximate,False,2,False,1,3.2756275373788957,0.3751642575558476,3744.918203095855
57,0.001,2.1544346900318843,100.0,approximate,False,2,False,2,3.2588731379489047,0.3779451761757785,3772.7106348957336
58,0.001,2.1544346900318843,100.0,approximate,False,2,False,3,3.250939456501238,0.3748586621031079,3741.8375604875805
59,0.001,2.1544346900318843,100.0,approximate,False,2,False,4,3.252729471971337,0.37533233505485436,3746.576080020515
60,0.001,100.0,0.001,approximate,False,2,False,0,3.5554929867392424,0.3903523515570088,3897.0790085568274
61,0.001,100.0,0.001,approximate,False,2,False,1,3.54839885549766,0.39048986951074166,3898.447093962914
62,0.001,100.0,0.001,approximate,False,2,False,2,3.5529264616576937,0.3896036426977967,3889.589353439624
63,0.001,100.0,0.001,approximate,False,2,False,3,3.551979608576957,0.3906579470097485,3900.1314497060616
64,0.001,100.0,0.001,approximate,False,2,False,4,3.556349215450061,0.39052042905601564,3898.7606397756067
65,0.001,100.0,0.046415888336127795,approximate,False,2,False,0,3.2320647865875647,0.37835773003697704,3776.809365156358
66,0.001,100.0,0.046415888336127795,approximate,False,2,False,1,3.2329753979593696,0.3791675579867372,3784.908555265331
67,0.001,100.0,0.046415888336127795,approximate,False,2,False,2,3.233797280165364,0.37899948048773036,3783.2286021574687
68,0.001,100.0,0.046415888336127795,approximate,False,2,False,3,3.231087652211502,0.3806038566146136,3799.2696537983475
69,0.001,100.0,0.046415888336127795,approximate,False,2,False,4,3.2317244485836008,0.37973290957430555,3790.560820191639
70,0.001,100.0,2.1544346900318843,approximate,False,2,False,0,3.2521750294104055,0.3786022063991688,3779.2742390210983
71,0.001,100.0,2.1544346900318843,approximate,False,2,False,1,3.252276672991431,0.37574488891605295,3750.701165833521
72,0.001,100.0,2.1544346900318843,approximate,False,2,False,2,3.2506396849713055,0.37479754301255996,3741.226069810571
73,0.001,100.0,2.1544346900318843,approximate,False,2,False,3,3.2455166464669527,0.3773951043608471,3767.196560254938
74,0.001,100.0,2.1544346900318843,approximate,False,2,False,4,3.2512768086052453,0.3779146166305045,3772.3974431136503
75,0.001,100.0,100.0,approximate,False,2,False,0,3.2503845784004852,0.3763866393668062,3757.1167782464627
76,0.001,100.0,100.0,approximate,False,2,False,1,3.2750797244435095,0.3758671270971488,3751.9463506959314
77,0.001,100.0,100.0,approximate,False,2,False,2,3.2495636182026857,0.3752406564190325,3745.6561278085273
78,0.001,100.0,100.0,approximate,False,2,False,3,3.2524592426721783,0.3769367111817376,3762.619571060048
79,0.001,100.0,100.0,approximate,False,2,False,4,3.249508407872657,0.37825077162851817,3775.7572246930545
80,0.046415888336127795,0.001,0.001,approximate,False,2,False,0,3.6622360014991266,0.19034012773889925,1897.0635133904916
81,0.046415888336127795,0.001,0.001,approximate,False,2,False,1,3.6139449581354914,0.1961006020230419,1954.6199651885545
82,0.046415888336127795,0.001,0.001,approximate,False,2,False,2,3.6692776369865885,0.1843810164104758,1837.4794417417447
83,0.046415888336127795,0.001,0.001,approximate,False,2,False,3,3.6742168347993562,0.19584084588821318,1952.0826757169311
84,0.046415888336127795,0.001,0.001,approximate,False,2,False,4,3.608928837312285,0.19732298383400054,1966.8387671773178
85,0.046415888336127795,0.001,0.046415888336127795,approximate,False,2,False,0,3.585089110189479,0.18800232252544083,1873.6083143645978
86,0.046415888336127795,0.001,0.046415888336127795,approximate,False,2,False,1,3.6240792156912764,0.1973688231519115,1967.3123107348065
87,0.046415888336127795,0.001,0.046415888336127795,approximate,False,2,False,2,3.701132747496356,0.18867463252146807,1880.447457962177
88,0.046415888336127795,0.001,0.046415888336127795,approximate,False,2,False,3,3.644017054354326,0.1943739877150628,1937.3838942049827
89,0.046415888336127795,0.001,0.046415888336127795,approximate,False,2,False,4,3.6547302817710965,0.19267793295235766,1920.4340598053477
90,0.046415888336127795,0.001,2.1544346900318843,approximate,False,2,False,0,3.4831871076216214,0.19195978363841945,1913.0810234918163
91,0.046415888336127795,0.001,2.1544346900318843,approximate,False,2,False,1,3.469452665758596,0.19683403110961709,1961.8097637619294
92,0.046415888336127795,0.001,2.1544346900318843,approximate,False,2,False,2,3.478250865316739,0.19278489136081656,1921.3271644734823
93,0.046415888336127795,0.001,2.1544346900318843,approximate,False,2,False,3,3.458484827071857,0.20022614063502736,1995.7198911773455
94,0.046415888336127795,0.001,2.1544346900318843,approximate,False,2,False,4,3.4818599818128724,0.19402255294441217,1933.7073894259347
95,0.046415888336127795,0.001,100.0,approximate,False,2,False,0,3.227008598323724,0.17148488830486203,1708.075891646944
96,0.046415888336127795,0.001,100.0,approximate,False,2,False,1,3.234370880668768,0.17286006784219052,1721.835049302574
97,0.046415888336127795,0.001,100.0,approximate,False,2,False,2,3.2446506108089173,0.1761299391865049,1754.544042475858
98,0.046415888336127795,0.001,100.0,approximate,False,2,False,3,3.226321590420769,0.17660361213825138,1759.2624429729347
99,0.046415888336127795,0.001,100.0,approximate,False,2,False,4,3.233428775737106,0.17805519053876478,1773.785334163385
100,0.046415888336127795,0.046415888336127795,0.001,approximate,False,2,False,0,3.6892336842681255,0.1939155945359533,1932.8451790438012
101,0.046415888336127795,0.046415888336127795,0.001,approximate,False,2,False,1,3.578715188211327,0.1891024661553036,1884.6033767412473
102,0.046415888336127795,0.046415888336127795,0.001,approximate,False,2,False,2,3.669515203881401,0.19321272499465209,1925.7967651504023
103,0.046415888336127795,0.046415888336127795,0.001,approximate,False,2,False,3,3.592505323859837,0.20010390245393148,1994.6315298631746
104,0.046415888336127795,0.046415888336127795,0.001,approximate,False,2,False,4,3.657186376061231,0.1874675304831464,1868.3324912075252
105,0.046415888336127795,0.046415888336127795,0.046415888336127795,approximate,False,2,False,0,3.462911350074008,0.19000397274088562,1893.50263875893
106,0.046415888336127795,0.046415888336127795,0.046415888336127795,approximate,False,2,False,1,3.498633065801264,0.18600067230999603,1853.5053561657614
107,0.046415888336127795,0.046415888336127795,0.046415888336127795,approximate,False,2,False,2,3.464459576481048,0.19249457568071388,1918.4102163836196
108,0.046415888336127795,0.046415888336127795,0.046415888336127795,approximate,False,2,False,3,3.4635726100203157,0.197827216331021,1971.7357359202301
109,0.046415888336127795,0.046415888336127795,0.046415888336127795,approximate,False,2,False,4,3.4871352820844748,0.19533661339119274,1946.8532691940118
110,0.046415888336127795,0.046415888336127795,2.1544346900318843,approximate,False,2,False,0,3.2331437133170633,0.17680224918253215,1761.2556355386387
111,0.046415888336127795,0.046415888336127795,2.1544346900318843,approximate,False,2,False,1,3.237265394065931,0.18036243620694925,1796.8616274635583
112,0.046415888336127795,0.046415888336127795,2.1544346900318843,approximate,False,2,False,2,3.233556808498681,0.1750603551019161,1743.8371078276596
113,0.046415888336127795,0.046415888336127795,2.1544346900318843,approximate,False,2,False,3,3.2364606328569065,0.17747455917855942,1767.982052418451
114,0.046415888336127795,0.046415888336127795,2.1544346900318843,approximate,False,2,False,4,3.2421902986967326,0.18033187666167527,1796.5609569154494
115,0.046415888336127795,0.046415888336127795,100.0,approximate,False,2,False,0,3.2225625554900015,0.1943739877150628,1936.9624397061182
116,0.046415888336127795,0.046415888336127795,100.0,approximate,False,2,False,1,3.222006262199714,0.18960669865232405,1889.2889927854403
117,0.046415888336127795,0.046415888336127795,100.0,approximate,False,2,False,2,3.221967090271281,0.19706322769917184,1963.8542440819897
118,0.046415888336127795,0.046415888336127795,100.0,approximate,False,2,False,3,3.22498358925703,0.18516028481496194,1844.8278317388765
119,0.046415888336127795,0.046415888336127795,100.0,approximate,False,2,False,4,3.2249597818502913,0.18635210708064665,1856.7460305883167
120,0.046415888336127795,2.1544346900318843,0.001,approximate,False,2,False,0,3.601105570845993,0.16340188857989793,1627.6199913698251
121,0.046415888336127795,2.1544346900318843,0.001,approximate,False,2,False,1,3.616955420901445,0.16085016654952175,1602.118620916119
122,0.046415888336127795,2.1544346900318843,0.001,approximate,False,2,False,2,3.6153482289133603,0.16074320814106285,1601.0474296395419
123,0.046415888336127795,2.1544346900318843,0.001,approximate,False,2,False,3,3.5978470358657546,0.16651896219784248,1658.7874690142905
124,0.046415888336127795,2.1544346900318843,0.001,approximate,False,2,False,4,3.606313626920446,0.16786358218989703,1672.2421355258907
125,0.046415888336127795,2.1544346900318843,0.046415888336127795,approximate,False,2,False,0,3.225297567568855,0.17180576353023866,1711.2829328699554
126,0.046415888336127795,2.1544346900318843,0.046415888336127795,approximate,False,2,False,1,3.226135300511216,0.17807047031140177,1773.930838414529
127,0.046415888336127795,2.1544346900318843,0.046415888336127795,approximate,False,2,False,2,3.2266386216433616,0.17710784463527182,1764.3050849743615
128,0.046415888336127795,2.1544346900318843,0.046415888336127795,approximate,False,2,False,3,3.2260689202701385,0.1774134400880115,1767.360469800385
129,0.046415888336127795,2.1544346900318843,0.046415888336127795,approximate,False,2,False,4,3.242951320739259,0.181493139382086,1808.1743451415991
130,0.046415888336127795,2.1544346900318843,2.1544346900318843,approximate,False,2,False,0,3.22545715455016,0.1916541881856798,1909.7673390113482
131,0.046415888336127795,2.1544346900318843,2.1544346900318843,approximate,False,2,False,1,3.2243859894966063,0.19050820523790607,1898.3064383685573
132,0.046415888336127795,2.1544346900318843,2.1544346900318843,approximate,False,2,False,2,3.223614196698038,0.1924792959080769,1918.016573277467
133,0.046415888336127795,2.1544346900318843,2.1544346900318843,approximate,False,2,False,3,3.223950448646118,0.18850655502246128,1878.2895006732588
134,0.046415888336127795,2.1544346900318843,2.1544346900318843,approximate,False,2,False,4,3.2253663697444166,0.19231121840907006,1916.337550460445
135,0.046415888336127795,2.1544346900318843,100.0,approximate,False,2,False,0,3.224089732000793,0.18690217889557803,1862.245878687781
136,0.046415888336127795,2.1544346900318843,100.0,approximate,False,2,False,1,3.223169036207333,0.18561867799407145,1849.4099489769217
137,0.046415888336127795,2.1544346900318843,100.0,approximate,False,2,False,2,3.2249099496948292,0.18555755890352352,1848.80049898493
138,0.046415888336127795,2.1544346900318843,100.0,approximate,False,2,False,3,3.2227815668723423,0.19412951135287107,1934.517895095583
139,0.046415888336127795,2.1544346900318843,100.0,approximate,False,2,False,4,3.2267314784678556,0.18862879320355713,1879.514663514039
140,0.046415888336127795,100.0,0.001,approximate,False,2,False,0,3.2247276905272577,0.18564923753934542,1849.7171030839816
141,0.046415888336127795,100.0,0.001,approximate,False,2,False,1,3.22293548905639,0.19339608226629587,1927.1837581520151
142,0.046415888336127795,100.0,0.001,approximate,False,2,False,2,3.2221944728930283,0.18997341319561165,1892.9563264290096
143,0.046415888336127795,100.0,0.001,approximate,False,2,False,3,3.222263785888458,0.18789536411698193,1872.1759049557077
144,0.046415888336127795,100.0,0.001,approximate,False,2,False,4,3.2232968411882057,0.18364758732390063,1829.6991700801943
145,0.046415888336127795,100.0,0.046415888336127795,approximate,False,2,False,0,3.2225940995787887,0.18679522048711916,1861.1747989707706
146,0.046415888336127795,100.0,0.046415888336127795,approximate,False,2,False,1,3.2250547191414882,0.18749809002842038,1868.2059550033455
147,0.046415888336127795,100.0,0.046415888336127795,approximate,False,2,False,2,3.222769763649633,0.19170002750359075,1910.223044799557
148,0.046415888336127795,100.0,0.046415888336127795,approximate,False,2,False,3,3.222402662975101,0.19108883659811143,1904.1107686440894
149,0.046415888336127795,100.0,0.046415888336127795,approximate,False,2,False,4,3.225312455431608,0.18690217889557803,1862.2471014112118
150,0.046415888336127795,100.0,2.1544346900318843,approximate,False,2,False,0,3.221859877644031,0.18925526388167344,1885.7744986943783
151,0.046415888336127795,100.0,2.1544346900318843,approximate,False,2,False,1,3.2243039251821557,0.19012621092198148,1894.486413144997
152,0.046415888336127795,100.0,2.1544346900318843,approximate,False,2,False,2,3.22328482174711,0.19113467591602237,1904.5700439819707
153,0.046415888336127795,100.0,2.1544346900318843,approximate,False,2,False,3,3.222205470920484,0.18979005592396786,1891.122764710599
154,0.046415888336127795,100.0,2.1544346900318843,approximate,False,2,False,4,3.22384651490404,0.18916358524585153,1884.8596989734194
155,0.046415888336127795,100.0,100.0,approximate,False,2,False,0,3.2243161923732013,0.19113467591602237,1904.5710753525968
156,0.046415888336127795,100.0,100.0,approximate,False,2,False,1,3.2230831730269087,0.19050820523790607,1898.3051355520877
157,0.046415888336127795,100.0,100.0,approximate,False,2,False,2,3.2228790040773743,0.18898022797420774,1883.0251587461548
158,0.046415888336127795,100.0,100.0,approximate,False,2,False,3,3.2245027734595832,0.19105827705283746,1903.8072733018341
159,0.046415888336127795,100.0,100.0,approximate,False,2,False,4,3.2243776176335244,0.1889343886562968,1882.5682641806015
160,2.1544346900318843,0.001,0.001,approximate,False,2,False,0,3.6226345586647923,0.0,3.6226345586647923
161,2.1544346900318843,0.001,0.001,approximate,False,2,False,1,3.5975433563428,0.0,3.5975433563428
162,2.1544346900318843,0.001,0.001,approximate,False,2,False,2,3.5661296371612305,0.0,3.5661296371612305
163,2.1544346900318843,0.001,0.001,approximate,False,2,False,3,3.5873087227550378,0.0,3.5873087227550378
164,2.1544346900318843,0.001,0.001,approximate,False,2,False,4,3.611202256875269,0.0,3.611202256875269
165,2.1544346900318843,0.001,0.046415888336127795,approximate,False,2,False,0,3.697376879077413,0.0,3.697376879077413
166,2.1544346900318843,0.001,0.046415888336127795,approximate,False,2,False,1,3.680974270548405,0.0,3.680974270548405
167,2.1544346900318843,0.001,0.046415888336127795,approximate,False,2,False,2,3.705460734437194,0.0,3.705460734437194
168,2.1544346900318843,0.001,0.046415888336127795,approximate,False,2,False,3,3.730957243098866,0.0,3.730957243098866
169,2.1544346900318843,0.001,0.046415888336127795,approximate,False,2,False,4,3.6735622110973636,0.0,3.6735622110973636
170,2.1544346900318843,0.001,2.1544346900318843,approximate,False,2,False,0,3.480273235590797,0.003300430889588363,26.48458213147443
171,2.1544346900318843,0.001,2.1544346900318843,approximate,False,2,False,1,3.4815558803365816,0.0032545915716774136,26.02747159711072
172,2.1544346900318843,0.001,2.1544346900318843,approximate,False,2,False,2,3.4498547432056523,0.0032698713443143966,26.148568186349618
173,2.1544346900318843,0.001,2.1544346900318843,approximate,False,2,False,3,3.442909920719086,0.0032545915716774136,25.98882563749322
174,2.1544346900318843,0.001,2.1544346900318843,approximate,False,2,False,4,3.4339643095776022,0.0032545915716774136,25.979880026351736
175,2.1544346900318843,0.001,100.0,approximate,False,2,False,0,3.300265806329299,0.003224032026403447,25.54058607036377
176,2.1544346900318843,0.001,100.0,approximate,False,2,False,1,3.2668652475677358,0.003224032026403447,25.507185511602206
177,2.1544346900318843,0.001,100.0,approximate,False,2,False,2,3.3742991005296328,0.003300430889588363,26.378607996413265
178,2.1544346900318843,0.001,100.0,approximate,False,2,False,3,3.346399014851358,0.0032698713443143966,26.045112457995323
179,2.1544346900318843,0.001,100.0,approximate,False,2,False,4,3.382436228004045,0.003300430889588363,26.38674512388768
180,2.1544346900318843,0.046415888336127795,0.001,approximate,False,2,False,0,3.7456674456508194,0.0,3.7456674456508194
181,2.1544346900318843,0.046415888336127795,0.001,approximate,False,2,False,1,3.817665003599022,0.0,3.817665003599022
182,2.1544346900318843,0.046415888336127795,0.001,approximate,False,2,False,2,3.744218499912072,0.0,3.744218499912072
183,2.1544346900318843,0.046415888336127795,0.001,approximate,False,2,False,3,3.7727057822649908,0.0,3.7727057822649908
184,2.1544346900318843,0.046415888336127795,0.001,approximate,False,2,False,4,3.8056305263838577,0.0,3.8056305263838577
185,2.1544346900318843,0.046415888336127795,0.046415888336127795,approximate,False,2,False,0,3.44901703857296,0.0032851511169513796,26.300528208086757
186,2.1544346900318843,0.046415888336127795,0.046415888336127795,approximate,False,2,False,1,3.437240871166167,0.0032851511169513796,26.288752040679963
187,2.1544346900318843,0.046415888336127795,0.046415888336127795,approximate,False,2,False,2,3.399039436239974,0.0032698713443143966,26.09775287938394
188,2.1544346900318843,0.046415888336127795,0.046415888336127795,approximate,False,2,False,3,3.4227635674136074,0.0032851511169513796,26.274274736927403
189,2.1544346900318843,0.046415888336127795,0.046415888336127795,approximate,False,2,False,4,3.422966494490194,0.0032851511169513796,26.27447766400399
190,2.1544346900318843,0.046415888336127795,2.1544346900318843,approximate,False,2,False,0,3.374276275857912,0.003300430889588363,26.378585171741545
191,2.1544346900318843,0.046415888336127795,2.1544346900318843,approximate,False,2,False,1,3.3564889548946435,0.0032698713443143966,26.05520239803861
192,2.1544346900318843,0.046415888336127795,2.1544346900318843,approximate,False,2,False,2,3.4017377009667857,0.003300430889588363,26.406046596850416
193,2.1544346900318843,0.046415888336127795,2.1544346900318843,approximate,False,2,False,3,3.325228337705335,0.003224032026403447,25.565548601739806
194,2.1544346900318843,0.046415888336127795,2.1544346900318843,approximate,False,2,False,4,3.4172358840550108,0.003300430889588363,26.421544779938642
195,2.1544346900318843,0.046415888336127795,100.0,approximate,False,2,False,0,3.325439280787151,0.0032545915716774136,25.871354997561287
196,2.1544346900318843,0.046415888336127795,100.0,approximate,False,2,False,1,3.3446450654509294,0.0032851511169513796,26.196156234964725
197,2.1544346900318843,0.046415888336127795,100.0,approximate,False,2,False,2,3.35739188995426,0.0032851511169513796,26.208903059468057
198,2.1544346900318843,0.046415888336127795,100.0,approximate,False,2,False,3,3.4314121209196844,0.003300430889588363,26.435721016803317
199,2.1544346900318843,0.046415888336127795,100.0,approximate,False,2,False,4,3.371470576936655,0.003300430889588363,26.375779472820287
200,2.1544346900318843,2.1544346900318843,0.001,approximate,False,2,False,0,3.3579577435259655,0.0032851511169513796,26.20946891303976
201,2.1544346900318843,2.1544346900318843,0.001,approximate,False,2,False,1,3.3655773097739425,0.0032851511169513796,26.21708847928774
202,2.1544346900318843,2.1544346900318843,0.001,approximate,False,2,False,2,3.3505515322116843,0.003300430889588363,26.354860428095318
203,2.1544346900318843,2.1544346900318843,0.001,approximate,False,2,False,3,3.329292996774238,0.0032545915716774136,25.875208713548375
204,2.1544346900318843,2.1544346900318843,0.001,approximate,False,2,False,4,3.349264116774334,0.0032851511169513796,26.200775286288128
205,2.1544346900318843,2.1544346900318843,0.046415888336127795,approximate,False,2,False,0,3.343505413189555,0.0032545915716774136,25.88942112996369
206,2.1544346900318843,2.1544346900318843,0.046415888336127795,approximate,False,2,False,1,3.3534672565537242,0.003300430889588363,26.357776152437356
207,2.1544346900318843,2.1544346900318843,0.046415888336127795,approximate,False,2,False,2,3.3261864303560014,0.0032698713443143966,26.02489987349997
208,2.1544346900318843,2.1544346900318843,0.046415888336127795,approximate,False,2,False,3,3.349200495101903,0.0032698713443143966,26.04791393824587
209,2.1544346900318843,2.1544346900318843,0.046415888336127795,approximate,False,2,False,4,3.3235595270091585,0.003300430889588363,26.32786842289279
210,2.1544346900318843,2.1544346900318843,2.1544346900318843,approximate,False,2,False,0,3.3186545693846976,0.0032698713443143966,26.017368012528664
211,2.1544346900318843,2.1544346900318843,2.1544346900318843,approximate,False,2,False,1,3.3710014487316013,0.003300430889588363,26.375310344615233
212,2.1544346900318843,2.1544346900318843,2.1544346900318843,approximate,False,2,False,2,3.323754917641299,0.0032545915716774136,25.869670634415435
213,2.1544346900318843,2.1544346900318843,2.1544346900318843,approximate,False,2,False,3,3.3666229486534873,0.003300430889588363,26.370931844537118
214,2.1544346900318843,2.1544346900318843,2.1544346900318843,approximate,False,2,False,4,3.369120573446084,0.003315710662225346,26.526227195699548
215,2.1544346900318843,2.1544346900318843,100.0,approximate,False,2,False,0,3.320593542486745,0.00323931179904043,25.713711532891043
216,2.1544346900318843,2.1544346900318843,100.0,approximate,False,2,False,1,3.4264602340274406,0.003300430889588363,26.430769129911074
217,2.1544346900318843,2.1544346900318843,100.0,approximate,False,2,False,2,3.3712657103658956,0.0032851511169513796,26.222776879879692
218,2.1544346900318843,2.1544346900318843,100.0,approximate,False,2,False,3,3.39551393418747,0.0032851511169513796,26.247025103701265
219,2.1544346900318843,2.1544346900318843,100.0,approximate,False,2,False,4,3.357286526497308,0.003300430889588363,26.36159542238094
220,2.1544346900318843,100.0,0.001,approximate,False,2,False,0,3.3615827786113424,0.0032698713443143966,26.06029622175531
221,2.1544346900318843,100.0,0.001,approximate,False,2,False,1,3.3876127910286984,0.0032851511169513796,26.239123960542493
222,2.1544346900318843,100.0,0.001,approximate,False,2,False,2,3.323481681478041,0.00323931179904043,25.71659967188234
223,2.1544346900318843,100.0,0.001,approximate,False,2,False,3,3.382952822166584,0.0032851511169513796,26.23446399168038
224,2.1544346900318843,100.0,0.001,approximate,False,2,False,4,3.411527944209771,0.003315710662225346,26.56863456646323
225,2.1544346900318843,100.0,0.046415888336127795,approximate,False,2,False,0,3.378088731765175,0.003300430889588363,26.382397627648807
226,2.1544346900318843,100.0,0.046415888336127795,approximate,False,2,False,1,3.3436708101484918,0.0032851511169513796,26.195181979662287
227,2.1544346900318843,100.0,0.046415888336127795,approximate,False,2,False,2,3.2856798528644515,0.003208752253766464,25.37320239052909
