,smoothness_flatfield,fitting_mode,sort_intensity,channel_index,use_weight,rep,entropy,fourier_L0_norm,autotune_cost
245,19.306977288832496,ladmap,False,2,False,0,3.4888294188967053,0.0011307031751367539,4.795861170264244
246,19.306977288832496,ladmap,False,2,False,1,3.4726581231381894,0.0012071020383216697,5.543678506354886
247,19.306977288832496,ladmap,False,2,False,2,3.4466153648527955,0.0022155670323625583,15.602285688478378
248,19.306977288832496,ladmap,False,2,False,3,3.4620282563725175,0.0015279772636983162,8.74180089335568
249,19.306977288832496,ladmap,False,2,False,4,3.4724480831263564,0.001222381810958653,5.696266192712885
250,19.306977288832496,approximate,False,2,True,0,4.51531211414101,0.001314060446780552,6.6298099602420555
251,19.306977288832496,approximate,False,2,True,1,4.513540193035704,0.0012682211288696024,6.172167503393968
252,19.306977288832496,approximate,False,2,True,2,4.514727805561907,0.0012682211288696024,6.170811901883917
253,19.306977288832496,approximate,False,2,True,3,4.524319377764597,0.0013446199920545182,6.935216717164026
254,19.306977288832496,approximate,False,2,True,4,4.525645007646348,0.001314060446780552,6.629792979261332
255,19.306977288832496,approximate,False,2,False,0,3.489615039300976,0.0012071020383216697,5.560635422517672
256,19.306977288832496,approximate,False,2,False,1,3.490338564507838,0.0011918222656846866,5.408561221354704
257,19.306977288832496,approximate,False,2,False,2,3.4890062363608667,0.0012376615835956362,5.865622072317228
258,19.306977288832496,approximate,False,2,False,3,3.4894000054603715,0.0012682211288696024,6.171611294156396
259,19.306977288832496,approximate,False,2,False,4,3.4895457739764457,0.0012529413562326192,6.018959336302638
260,43.93970560760795,ladmap,False,2,True,0,4.639468998527209,0.0,3.693801443803836
261,43.93970560760795,ladmap,False,2,True,1,4.62909686150724,0.0,3.6907806164571184
262,43.93970560760795,ladmap,False,2,True,2,4.63729412050815,0.0,3.699813916063754
263,43.93970560760795,ladmap,False,2,True,3,4.645084823660167,0.0,3.6987908733665456
264,43.93970560760795,ladmap,False,2,True,4,4.640259544754659,0.0,3.680328900300014
265,43.93970560760795,ladmap,False,2,False,0,3.69523931714673,0.0,3.69523931714673
266,43.93970560760795,ladmap,False,2,False,1,3.6953695684656944,0.0,3.6953695684656944
267,43.93970560760795,ladmap,False,2,False,2,3.697102682091416,0.0,3.697102682091416
268,43.93970560760795,ladmap,False,2,False,3,3.696822812791397,0.0,3.696822812791397
269,43.93970560760795,ladmap,False,2,False,4,3.695892831770936,0.0,3.695892831770936
270,43.93970560760795,approximate,False,2,True,0,4.625209251421112,0.0,3.7074540196745898
271,43.93970560760795,approximate,False,2,True,1,4.641278193450149,0.0,3.707431630973942
272,43.93970560760795,approximate,False,2,True,2,4.650974098334775,0.0,3.7074520322154925
273,43.93970560760795,approximate,False,2,True,3,4.623360958722873,0.0,3.7076876254557156
274,43.93970560760795,approximate,False,2,True,4,4.632524845735059,0.0,3.707429664383233
275,43.93970560760795,approximate,False,2,False,0,3.7105493230336837,0.0,3.7105493230336837
276,43.93970560760795,approximate,False,2,False,1,3.7104914131077837,0.0,3.7104914131077837
277,43.93970560760795,approximate,False,2,False,2,3.710440563422963,0.0,3.710440563422963
278,43.93970560760795,approximate,False,2,False,3,3.710759501433069,0.0,3.710759501433069
279,43.93970560760795,approximate,False,2,False,4,3.710516293903972,0.0,3.710516293903972
280,100.0,ladmap,False,2,True,0,,,
281,100.0,ladmap,False,2,True,1,,,
282,100.0,ladmap,False,2,True,2,,,
283,100.0,ladmap,False,2,True,3,,,
